449
766.427 -696.178 21.8339
766.557 -741.573 21.7247
770.906 -786.091 22.2607
772.056 -795.169 22.0413
774.017 -802.983 22.0413
777.619 -810.675 22.2607
781.815 -816.837 22.0413
785.853 -821.623 22.0413
793.106 -827.219 22.2607
800.125 -831.158 22.0413
808.047 -834.187 22.2607
815.352 -835.727 22.0413
821.604 -836.03 22.2607
844.208 -835.98 24.6489
866.946 -836.131 27.2547
889.721 -836.131 27.2547
912.32 -835.98 27.2547
918.469 -835.899 27.3634
925.783 -834.434 27.3634
933.738 -831.474 27.3634
940.681 -827.404 27.2547
947.814 -821.584 27.4741
953.636 -817.008 27.4741
964.018 -811.769 27.4741
973.568 -810.04 27.4741
982.534 -809.405 27.2547
993.976 -809.642 27.4741
1016.57 -809.642 27.4741
1039.36 -809.663 27.4741
1061.95 -809.642 27.4741
1084.75 -809.567 27.2547
1115.54 -809.718 24.9059
1148.3 -808.335 22.3598
1154.45 -808.254 22.4861
1161.74 -806.716 22.3774
1169.68 -803.76 22.3774
1176.66 -799.759 22.3774
1183.74 -793.885 22.3774
1199.77 -777.878 24.8258
1215.8 -761.819 27.2669
1231.93 -745.934 29.7153
1247.89 -729.832 32.3757
1263.87 -713.856 32.3758
1279.94 -697.703 32.1564
1296.0 -681.753 34.8232
1312.03 -665.697 37.2652
1316.28 -661.253 37.1545
1320.35 -655.008 37.0458
1324.02 -647.352 37.0458
1325.98 -639.539 37.0458
1326.91 -630.358 37.2652
1326.93 -607.731 39.7127
1326.93 -585.046 42.1547
1326.78 -578.897 42.044
1325.31 -571.583 42.044
1322.35 -563.628 42.044
1318.28 -556.684 41.9353
1312.46 -549.527 42.1547
1296.37 -533.442 42.1547
1280.37 -517.438 42.1547
1275.92 -513.205 42.044
1269.75 -509.003 41.9353
1262.02 -505.466 41.9353
1254.24 -503.357 41.9353
1245.02 -502.578 42.1546
1220.49 -503.988 39.713
1195.78 -505.408 37.2594
1150.44 -505.387 32.3699
1104.96 -505.21 26.9374
1059.48 -505.088 21.7242
1047.6 -503.959 21.7242
1037.52 -501.227 21.7242
1027.5 -496.645 21.7242
1019.45 -491.279 21.7242
1013.56 -485.781 21.7242
1005.84 -476.675 21.7242
1000.63 -467.591 21.7242
996.853 -457.226 21.9436
994.95 -447.726 21.9436
994.68 -439.685 21.9436
994.756 -417.119 21.7242
994.701 -394.304 21.9436
994.605 -371.745 21.7242
994.625 -348.93 21.7242
994.68 -326.343 21.9436
994.701 -303.555 21.9436
995.737 -291.65 21.7242
998.476 -281.542 21.7242
1003.07 -271.505 21.7242
1008.57 -263.526 21.7242
1014.01 -257.592 21.9436
1030.33 -240.924 21.9436
1034.57 -236.485 21.8329
1038.71 -230.277 21.8329
1042.17 -222.533 21.7242
1044.34 -214.785 21.8329
1045.2 -205.604 21.9436
1045.2 -183.011 21.9436
1045.2 -160.23 21.9436
1045.28 -137.664 21.7242
1045.22 -114.849 21.9436
1045.28 -92.2901 21.7242
1045.3 -69.4754 21.7242
1045.07 -63.3338 21.8329
1043.6 -56.0194 21.8329
1040.64 -48.0645 21.8329
1036.69 -41.0354 21.7242
1030.75 -33.9882 21.9436
1014.85 -17.9728 21.7242
998.674 -1.87946 21.9436
994.266 2.41235 21.7242
988.048 6.55469 21.7242
980.318 10.0916 21.7242
972.519 12.1267 21.8329
963.339 12.9808 21.9436
940.773 13.0565 21.7242
917.958 13.0769 21.7242
911.807 12.9199 21.7242
904.502 11.3798 21.8329
896.515 8.48773 21.7242
889.518 4.47418 21.7242
882.417 -1.41681 21.7242
866.489 -17.4514 21.9436
850.308 -33.4968 21.7242
834.405 -49.5356 21.9436
818.297 -65.6438 21.9436
802.321 -81.6198 21.9436
786.14 -97.6653 21.7242
782.021 -102.219 21.7242
777.825 -108.38 21.8329
774.222 -116.073 21.7242
772.262 -123.886 21.7242
771.258 -133.045 21.7242
771.408 -155.618 21.7242
771.408 -178.426 21.7242
771.408 -200.992 21.7242
771.312 -223.807 21.9436
771.394 -229.958 21.7242
773.007 -237.243 21.7242
775.826 -245.25 21.7242
779.964 -252.161 21.7242
785.73 -259.348 21.7242
807.284 -279.875 21.9436
814.827 -289.121 21.7242
820.094 -298.152 21.9436
823.939 -308.484 21.9436
825.842 -317.984 21.9436
826.113 -326.039 21.9436
826.017 -348.807 21.7242
826.092 -371.413 21.9436
826.092 -394.161 21.9436
826.017 -416.794 21.7242
826.092 -439.542 21.9436
826.092 -462.175 21.9436
825.233 -469.514 21.9436
821.528 -480.527 21.7242
816.006 -488.489 21.7242
810.175 -495.325 21.7242
801.878 -503.232 21.8339
781.339 -524.715 21.9436
777.043 -529.127 21.7242
773.032 -535.418 21.7242
769.435 -543.099 21.8329
767.403 -550.887 21.7242
766.398 -560.046 21.7242
766.399 -582.619 21.7242
766.454 -605.434 21.9436
766.399 -650.801 21.7242
