519
-1219.45 1259.92 155.721
-1206.09 843.913 143.714
-1196.32 694.498 131.324
-1178.92 573.459 125.134
-1160.44 495.594 118.427
-1115.47 388.44 120.147
-1072.48 320.988 121.664
-958.572 170.798 123.264
-821.997 18.579 142.204
-629.756 -142.895 161.721
-390.798 -263.059 175.932
-226.757 -348.582 183.945
-97.0214 -457.926 183.068
-32.0254 -553.82 182.241
6.66791 -650.902 178.443
5.43134 -771.215 168.033
-18.2755 -917.297 143.613
-76.2853 -1047.2 119.62
-168.084 -1172.38 86.4823
-334.654 -1301.18 61.0707
-439.952 -1339.35 47.4283
-559.328 -1353.05 35.9806
-685.895 -1338.3 26.7489
-806.37 -1305.48 16.0
-964.652 -1243.85 10.2
-996.416 -1231.27 10.1
-1022.18 -1221.27 10.0
-1041.94 -1213.17 9.9
-1062.22 -1204.62 9.8
-1076.88 -1198.76 9.8
-1089.88 -1193.62 9.8
-1435.21 -1054.07 9.8
-1465.19 -1040.6 9.8
-1482.65 -1031.2 10.0
-1498.96 -1021.29 10.2
-1515.61 -1008.98 10.5
-1532.43 -996.544 10.9
-1549.1 -983.721 11.4
-1568.99 -969.254 12.0
-1594.06 -952.238 12.9
-1617.71 -935.119 13.0
-1658.29 -906.9 14.5
-1724.21 -860.975 16.0
-1849.67 -779.353 19.0
-2017.9 -684.938 25.0
-2540.33 -425.351 40.0
-3011.12 -211.85 70.0
