1683
-1231.68 -854.439 3.7663
-1244.61 -864.107 3.7663
-1287.52 -874.752 3.7663
-1318.69 -876.59 3.7663
-1351.38 -883.795 3.7663
-1395.2 -886.913 3.76631
-1421.37 -888.736 3.76631
-1494.54 -928.222 3.76631
-1499.73 -948.435 3.76631
-1496.2 -968.243 3.76631
-1478.11 -972.484 3.7663
-987.932 -973.425 3.7663
-978.147 -973.536 3.7663
-971.064 -973.616 3.7663
-964.306 -973.692 3.7663
-953.008 -974.012 4.46388
-945.238 -974.342 5.18379
-935.401 -974.754 6.08165
-924.106 -975.166 6.98056
-749.778 -973.752 21.012
-724.834 -973.55 23.7696
-699.933 -973.743 26.5499
-660.662 -974.049 33.109
-619.668 -974.369 43.716
-589.5 -980.726 50.2933
-561.384 -993.355 57.2603
-498.71 -1032.2 76.4801
-449.134 -1080.58 91.9704
-403.347 -1145.18 113.674
-375.893 -1214.98 141.276
-359.891 -1278.43 163.027
-312.503 -1472.24 215.489
-249.621 -1604.94 244.557
-146.616 -1802.2 256.933
-68.9825 -1894.78 265.344
64.0061 -1958.69 275.006
189.793 -2002.85 276.114
342.552 -2008.94 277.275
510.041 -1950.36 279.371
615.24 -1857.72 282.805
686.263 -1761.63 285.769
785.795 -1668.05 285.756
897.686 -1600.09 283.044
1023.31 -1574.92 285.754
1148.54 -1528.15 272.867
1257.89 -1451.13 260.463
1355.82 -1375.16 250.042
1460.35 -1252.67 230.88
1519.68 -1056.49 219.265
1567.75 -820.518 219.276
1607.28 -607.621 219.292
1622.57 -368.601 219.297
1612.29 -138.923 219.302
1574.73 45.0591 219.307
1523.49 186.504 219.311
1363.72 349.335 219.338
1209.29 470.907 219.362
1105.3 580.813 219.382
1045.9 642.369 219.401
901.237 716.046 199.959
561.58 735.625 200.242
273.862 596.619 196.848
110.492 499.952 196.939
-25.2677 377.122 197.03
-141.478 231.829 204.454
-208.084 123.769 218.559
-243.386 28.1589 231.243
-272.784 -101.954 253.815
-284.666 -256.053 269.541
-263.649 -478.921 273.696
-238.204 -653.605 266.159
-225.684 -768.869 240.343
-224.867 -796.598 229.046
-223.563 -824.918 212.85
-227.07 -851.068 199.729
-230.968 -874.237 186.735
-237.275 -891.269 172.591
-245.184 -912.099 160.234
-255.971 -930.469 145.183
-272.912 -945.3 127.13
-294.658 -954.954 116.999
-323.251 -961.819 110.194
-373.75 -971.347 97.3424
-424.776 -975.853 84.7195
-526.729 -973.104 59.3999
-683.585 -971.422 32.5758
-809.379 -973.576 17.3245
-908.935 -972.862 8.20752
-931.93 -972.697 6.28754
-950.459 -972.564 4.48763
-965.455 -972.456 3.7663
-1204.09 -976.687 3.7663
-1329.88 -976.968 3.7663
-1396.03 -944.483 3.7663
-1418.07 -930.484 3.7663
-1417.06 -897.844 3.7663
-1412.18 -854.771 3.7663
-1407.7 -825.132 3.7663
-1379.36 -799.919 6.91731
-1348.08 -790.559 3.7663
-1318.35 -796.897 3.7663
-1281.91 -810.242 3.7663
-1248.4 -818.64 3.7663
-1235.58 -839.105 3.7663
-1231.45 -853.693 3.7663
